skill_id,skills,count,title
1068,Tableau,0,Data Scientist at Etsy
1069,Stata,1,Data Scientist at Etsy
1070,Microsoft Excel,7,Data Scientist at Etsy
1071,Scala,0,Data Scientist at Etsy
1072,Public Speaking,13,Data Scientist at Etsy
1073,Tutoring,6,Data Scientist at Etsy
1074,Leadership,1,Data Scientist at Etsy
1075,Regression Analysis,0,Data Scientist at Etsy
1076,Biochemistry,15,Data Scientist
1077,Bioinformatics,13,Data Scientist
1078,Organic Chemistry,31,Data Scientist
1079,Cancer,3,Data Scientist
1080,Molecular Biology,3,Data Scientist
1081,Research,3,Data Scientist
1082,Clinical Trials,2,Data Scientist
1083,Data Analysis,10,Data Scientist
1084,Science,9,Data Scientist
1085,Microbiology,8,Data Scientist
1086,Scientific Writing,7,Data Scientist
1087,Chemistry,7,Data Scientist
1088,Laboratory,6,Data Scientist
1089,Statistics,6,Data Scientist
1090,Pharmacology,5,Data Scientist
1091,Flow Cytometry,5,Data Scientist
1092,Infectious Diseases,4,Data Scientist
1093,LC-MS,4,Data Scientist
1094,Life Sciences,4,Data Scientist
1095,R,4,Data Scientist
1096,Shiny,4,Director Data Science at Warner Bros. Entertainment
1097,Analytics,13,Director Data Science at Warner Bros. Entertainment
1098,Quantitative Research,24,Director Data Science at Warner Bros. Entertainment
1099,Data Analysis,3,Director Data Science at Warner Bros. Entertainment
1100,Statistics,11,Director Data Science at Warner Bros. Entertainment
1101,Survey Design,11,Director Data Science at Warner Bros. Entertainment
1102,Market Research,9,Director Data Science at Warner Bros. Entertainment
1103,Customer Insight,8,Director Data Science at Warner Bros. Entertainment
1104,Segmentation,7,Director Data Science at Warner Bros. Entertainment
1105,Data Mining,6,Director Data Science at Warner Bros. Entertainment
1106,Statistical Modeling,5,Director Data Science at Warner Bros. Entertainment
1107,Research,6,Director Data Science at Warner Bros. Entertainment
1108,Data Visualization,5,Director Data Science at Warner Bros. Entertainment
1109,Analysis,5,Director Data Science at Warner Bros. Entertainment
1110,Research Design,4,Director Data Science at Warner Bros. Entertainment
1111,Consumer Behaviour,4,Director Data Science at Warner Bros. Entertainment
1112,Data Collection,4,Director Data Science at Warner Bros. Entertainment
1113,Product Development,1,Director Data Science at Warner Bros. Entertainment
1114,Sociology,1,Director Data Science at Warner Bros. Entertainment
1115,Consumer Insights,1,Director Data Science at Warner Bros. Entertainment
1116,Analytical Skills,4,Director Data Science at Warner Bros. Entertainment
1117,Consumer Behavior,1,Director Data Science at Warner Bros. Entertainment
1118,R,11,Director Data Science at Warner Bros. Entertainment
1119,Qualitative Research,6,Director Data Science at Warner Bros. Entertainment
1120,Marketing Research,8,Director Data Science at Warner Bros. Entertainment
1121,Survey Research,5,Director Data Science at Warner Bros. Entertainment
1122,Advertising Research,4,Director Data Science at Warner Bros. Entertainment
1123,Multivariate Statistics,1,Director Data Science at Warner Bros. Entertainment
1124,Regression,1,Director Data Science at Warner Bros. Entertainment
1125,Predictive Modeling,1,Director Data Science at Warner Bros. Entertainment
1126,Python,11,Data Scientist at American Express | Dartmouth College
1127,SQL,10,Data Scientist at American Express | Dartmouth College
1128,R,10,Data Scientist at American Express | Dartmouth College
1129,Machine Learning,7,Data Scientist at American Express | Dartmouth College
1130,Big Data,7,Data Scientist at American Express | Dartmouth College
1131,Lean Six Sigma,5,Data Scientist at American Express | Dartmouth College
1132,Data Mining,4,Data Scientist at American Express | Dartmouth College
1133,PySpark,4,Data Scientist at American Express | Dartmouth College
1134,PostgreSQL,4,Data Scientist at American Express | Dartmouth College
1135,Tableau,1,Data Scientist at American Express | Dartmouth College
1136,Tensorflow,1,Data Scientist at American Express | Dartmouth College
1137,Scikit-Learn,1,Data Scientist at American Express | Dartmouth College
1138,Data Streaming,1,Data Scientist at American Express | Dartmouth College
1139,Lean 6 Sigma Green Belt,4,Data Scientist at American Express | Dartmouth College
1140,Groundwater Modeling,4,Data Scientist at Raise
1141,Data Analysis,5,Data Scientist at Raise
1142,MODFLOW,1,Data Scientist at Raise
1143,Statistics,7,Data Scientist at Raise
1144,Research,11,Data Scientist at Raise
1145,Project Management,1,Data Scientist at Raise
1146,Science,0,Data Scientist at Raise
1147,Environmental Science,0,Data Scientist at Raise
1148,Environmental Awareness,1,Data Scientist at Raise
1149,GIS,1,Data Scientist at Raise
1150,Matlab,4,Data Scientist at Raise
1151,Microsoft Excel,1,Data Scientist at Raise
1152,Microsoft Access,1,Data Scientist at Raise
1153,JavaScript,0,Data Scientist at Raise
1154,HTML,0,Data Scientist at Raise
1155,CSS,0,Data Scientist at Raise
1156,SQL,0,Data Scientist at Raise
1157,R,0,Data Scientist at Raise
1158,Microsoft Office,0,Data Scientist at Raise
1159,Teaching,5,Data Scientist at Raise
1160,Leadership,0,Data Scientist at Raise
1161,Public Speaking,5,Data Scientist at Raise
1162,Hydrus-1/2/3D,0,Data Scientist at Raise
1163,GMS,1,Data Scientist at Raise
1164,Data Analysis,5,Data Scientist at dv01
1165,Python,4,Data Scientist at dv01
1166,SQL,4,Data Scientist at dv01
1167,R,4,Data Scientist at dv01
1168,Haskell,1,Data Scientist at dv01
1169,Econometrics,3,Data Scientist at b8ta
1170,Stata,11,Data Scientist at b8ta
1171,Data Analysis,11,Data Scientist at b8ta
1172,Statistics,9,Data Scientist at b8ta
1173,Economics,5,Data Scientist at b8ta
1174,Business Analysis,5,Data Scientist at b8ta
1175,Project Management,4,Data Scientist at b8ta
1176,Analysis,4,Data Scientist at b8ta
1177,Research,1,Data Scientist at b8ta
1178,Healthcare Information Technology,1,Data Scientist at b8ta
1179,Eviews,9,Data Scientist at b8ta
1180,Microsoft Office,6,Data Scientist at b8ta
1181,R,5,Data Scientist at b8ta
1182,Public Speaking,1,Data Scientist at b8ta
1183,Management,1,Data Scientist at b8ta
1184,Leadership,1,Data Scientist at b8ta
1185,Economic Forecasting,9,Data Scientist at b8ta
1186,Time Series Analysis,8,Data Scientist at b8ta
1187,Process Improvement,1,Data Scientist at b8ta
1188,SQL,41,Data Science & Analytics
1189,Data Analysis,17,Data Science & Analytics
1190,R,34,Data Science & Analytics
1191,Data Mining,14,Data Science & Analytics
1192,Business Intelligence,31,Data Science & Analytics
1193,Business Analysis,11,Data Science & Analytics
1194,Data Warehousing,8,Data Science & Analytics
1195,Statistical Modeling,8,Data Science & Analytics
1196,Data Visualization,8,Data Science & Analytics
1197,Analytical Skills,8,Data Science & Analytics
1198,Statistics,8,Data Science & Analytics
1199,Analysis,7,Data Science & Analytics
1200,Machine Learning,7,Data Science & Analytics
1201,Python,21,Data Science & Analytics
1202,Databases,22,Data Science & Analytics
1203,SAS,3,Data Science & Analytics
1204,VBA,10,Data Science & Analytics
1205,Microsoft Office,10,Data Science & Analytics
1206,PowerPoint,9,Data Science & Analytics
1207,Microsoft Excel,9,Data Science & Analytics
1208,Microsoft Word,7,Data Science & Analytics
1209,C++,7,Data Science & Analytics
1210,Tableau,6,Data Science & Analytics
1211,Visual Basic,6,Data Science & Analytics
1212,HDFS,0,Data Science & Analytics
1213,SAS E-Miner,7,Data Science & Analytics
1214,Web Scraping,6,Data Science & Analytics
1215,Text Mining,6,Data Science & Analytics
1216,HIVE,0,Data Science & Analytics
1217,SPARK,0,Data Science & Analytics
1218,A/B Testing,0,Data Science & Analytics
1219,Microsoft Office,1,Data Scientist at Discovery Inc
1220,Project Management,0,Data Scientist at Discovery Inc
1221,Product Development,0,Data Scientist at Discovery Inc
1222,Automotive,0,Data Scientist at Discovery Inc
1223,Engineering,0,Data Scientist at Discovery Inc
1224,Continuous Improvement,0,Data Scientist at Discovery Inc
1225,Six Sigma,0,Data Scientist at Discovery Inc
1226,Process Engineering,0,Data Scientist at Discovery Inc
1227,Manufacturing,0,Data Scientist at Discovery Inc
1228,Automation,0,Data Scientist at Discovery Inc
1229,Data Analysis,0,Data Scientist at Discovery Inc
1230,Machine Learning,0,Data Scientist at Discovery Inc
1231,Data Visualization,0,Data Scientist at Discovery Inc
1232,Big Data,0,Data Scientist at Discovery Inc
1233,MS Project,0,Data Scientist at Discovery Inc
1234,C++,0,Data Scientist at Discovery Inc
1235,Catia,0,Data Scientist at Discovery Inc
1236,Python,0,Data Scientist at Discovery Inc
1237,Hadoop,0,Data Scientist at Discovery Inc
1238,Geographic Information Systems (GIS),0,Data Scientist at Discovery Inc
1239,Team Leadership,0,Data Scientist at Discovery Inc
1240,Process Improvement,0,Data Scientist at Discovery Inc
1241,DELMIA,0,Data Scientist at Discovery Inc
1242,Spark,0,Data Scientist at Discovery Inc
1243,Hive,0,Data Scientist at Discovery Inc
1244,Geospatial Data,0,Data Scientist at Discovery Inc
1245,Geostatistics,0,Data Scientist at Discovery Inc
1246,Python,42,Data Scientist - Analytics at Facebook
1247,SQL,43,Data Scientist - Analytics at Facebook
1248,Data Analysis,45,Data Scientist - Analytics at Facebook
1249,Statistics,15,Data Scientist - Analytics at Facebook
1250,Data Mining,12,Data Scientist - Analytics at Facebook
1251,Business Analytics,11,Data Scientist - Analytics at Facebook
1252,Operations Research,10,Data Scientist - Analytics at Facebook
1253,Research,2,Data Scientist - Analytics at Facebook
1254,Keras,5,Data Scientist - Analytics at Facebook
1255,R,44,Data Scientist - Analytics at Facebook
1256,Matlab,27,Data Scientist - Analytics at Facebook
1257,SAS,12,Data Scientist - Analytics at Facebook
1258,VBA,12,Data Scientist - Analytics at Facebook
1259,MongoDB,5,Data Scientist - Analytics at Facebook
1260,Microsoft Excel,16,Data Scientist - Analytics at Facebook
1261,Microsoft PowerPoint,31,Data Scientist - Analytics at Facebook
1262,EViews,6,Data Scientist - Analytics at Facebook
1263,Stata,10,Data Scientist - Analytics at Facebook
1264,Capital IQ,8,Data Scientist - Analytics at Facebook
1265,C,7,Data Scientist - Analytics at Facebook
1266,SPSS,6,Data Scientist - Analytics at Facebook
1267,C++,10,Data Scientist - Analytics at Facebook
1268,HTML5,4,Data Scientist - Analytics at Facebook
1269,Cascading Style Sheets (CSS),4,Data Scientist - Analytics at Facebook
1270,D3.js,4,Data Scientist - Analytics at Facebook
1271,Neo4j,6,Data Scientist - Analytics at Facebook
1272,Apache Spark,7,Data Scientist - Analytics at Facebook
1273,Regression Analysis,22,Data Scientist - Analytics at Facebook
1274,Time Series Analysis,22,Data Scientist - Analytics at Facebook
1275,Statistics,17,Data Scientist Business Intelligence Analyst
1276,SQL,24,Data Scientist Business Intelligence Analyst
1277,R,32,Data Scientist Business Intelligence Analyst
1278,SAS programming,4,Data Scientist Business Intelligence Analyst
1279,Survey Design,1,Data Scientist Business Intelligence Analyst
1280,Data Mining,9,Data Scientist Business Intelligence Analyst
1281,Tableau,5,Data Scientist Business Intelligence Analyst
1282,LaTeX,8,Data Scientist Business Intelligence Analyst
1283,Microsoft Office,3,Data Scientist Business Intelligence Analyst
1284,Matlab,12,Data Scientist Business Intelligence Analyst
1285,Microsoft Word,5,Data Scientist Business Intelligence Analyst
1286,Python,12,Data Scientist Business Intelligence Analyst
1287,Vertica,1,Data Scientist Business Intelligence Analyst
1288,Survey Statistics,1,Data Scientist Business Intelligence Analyst
1289,Bayesian statistics,4,Data Scientist Business Intelligence Analyst
1290,Multivariate Analysis,5,Data Scientist Business Intelligence Analyst
1291,Experimental Design,5,Data Scientist Business Intelligence Analyst
1292,Python,8,Data Scientist at BlackRock
1293,Django,6,Data Scientist at BlackRock
1294,JavaScript,1,Data Scientist at BlackRock
1295,Data Analysis,9,Data Scientist at BlackRock
1296,Web Development,0,Data Scientist at BlackRock
1297,Strategy,6,Data Scientist at BlackRock
1298,Financial Analysis,9,Data Scientist at BlackRock
1299,Entrepreneurship,6,Data Scientist at BlackRock
1300,Business Analysis,7,Data Scientist at BlackRock
1301,Project Management,5,Data Scientist at BlackRock
1302,Research,1,Data Scientist at BlackRock
1303,AngularJS,0,Data Scientist at BlackRock
1304,D3.js,0,Data Scientist at BlackRock
1305,R,4,Data Scientist at BlackRock
1306,Data Analysis,4,Data Scientist Analytics chez Facebook
1307,Consulting,1,Data Scientist Analytics chez Facebook
1308,R,1,Data Scientist Analytics chez Facebook
1309,Matlab,0,Data Scientist Analytics chez Facebook
1310,SQL,0,Data Scientist Analytics chez Facebook
1311,Python,0,Data Scientist Analytics chez Facebook
1312,VBA,0,Data Scientist Analytics chez Facebook
1313,C++,0,Data Scientist Analytics chez Facebook
1314,Microsoft Excel,0,Data Scientist Analytics chez Facebook
1315,PowerPoint,0,Data Scientist Analytics chez Facebook
1316,Data Analysis,33,Data Scientist at IBM
1317,Marketing,15,Data Scientist at IBM
1318,Microsoft Office,14,Data Scientist at IBM
1319,Entrepreneurship,22,Data Scientist at IBM
1320,Analytics,22,Data Scientist at IBM
1321,Economics,12,Data Scientist at IBM
1322,Market Research,3,Data Scientist at IBM
1323,Sales,2,Data Scientist at IBM
1324,Pricing,11,Data Scientist at IBM
1325,Marketing Strategy,10,Data Scientist at IBM
1326,Statistics,9,Data Scientist at IBM
1327,Finance,7,Data Scientist at IBM
1328,Competitive Analysis,7,Data Scientist at IBM
1329,Environmental Science,7,Data Scientist at IBM
1330,Business Analysis,7,Data Scientist at IBM
1331,Project Management,6,Data Scientist at IBM
1332,Analysis,4,Data Scientist at IBM
1333,Research,4,Data Scientist at IBM
1334,Business Intelligence,4,Data Scientist at IBM
1335,Financial Analysis,4,Data Scientist at IBM
1336,Accounting,1,Data Scientist at IBM
1337,Energy Audits,1,Data Scientist at IBM
1338,data mining,0,Data Scientist at IBM
1339,Machine Learning,0,Data Scientist at IBM
1340,Microsoft Excel,31,Data Scientist at IBM
1341,R,12,Data Scientist at IBM
1342,Microsoft Word,8,Data Scientist at IBM
1343,SQL,8,Data Scientist at IBM
1344,PowerPoint,6,Data Scientist at IBM
1345,Python,6,Data Scientist at IBM
1346,SAS,5,Data Scientist at IBM
1347,Tableau,5,Data Scientist at IBM
1348,C,4,Data Scientist at IBM
1349,Google Analytics,4,Data Scientist at IBM
1350,PostgreSQL,1,Data Scientist at IBM
1351,Public Speaking,4,Data Scientist at IBM
1352,Chinese,1,Data Scientist at IBM
1353,Data Science,9,Data Scientist at IBM
1354,APIs,4,Data Scientist at IBM
1355,Korean,1,Data Scientist at IBM
1356,Web Scraping,1,Data Scientist at IBM
1357,Deep Learning,0,Data Scientist at IBM
1358,Neural Networks,0,Data Scientist at IBM
1359,machine lea,0,Data Scientist at IBM
1360,Data Analysis,10,Data Scientist at Tesla
1361,Research,8,Data Scientist at Tesla
1362,Microsoft Office,7,Data Scientist at Tesla
1363,Marketing,5,Data Scientist at Tesla
1364,Analysis,4,Data Scientist at Tesla
1365,Social Media,1,Data Scientist at Tesla
1366,Project Management,0,Data Scientist at Tesla
1367,C++,1,Data Scientist at Tesla
1368,Teamwork,4,Data Scientist at Tesla
1369,Marketing Research,0,Data Scientist at Tesla
1370,Research,24,Data Scientist at Facebook
1371,Stata,11,Data Scientist at Facebook
1372,Matlab,10,Data Scientist at Facebook
1373,Algorithms,8,Data Scientist at Facebook
1374,Mathematics,6,Data Scientist at Facebook
1375,Photography,6,Data Scientist at Facebook
1376,Python,9,Data Scientist at Facebook
1377,Mathematica,8,Data Scientist at Facebook
1378,Java,7,Data Scientist at Facebook
1379,C,4,Data Scientist at Facebook
1380,Sage,1,Data Scientist at Facebook
1381,Lightroom,1,Data Scientist at Facebook
1382,Chinese,8,Data Scientist at Facebook
1383,R,23,Data Scientist at Uber
1384,Machine Learning,11,Data Scientist at Uber
1385,SQL,3,Data Scientist at Uber
1386,Python,12,Data Scientist at Uber
1387,Microsoft Excel,10,Data Scientist at Uber
1388,Matlab,6,Data Scientist at Uber
1389,LaTeX,8,Data Scientist at Uber
1390,Stata,7,Data Scientist at Uber
1391,PowerPoint,8,Data Scientist at Uber
1392,Bloomberg,5,Data Scientist at Uber
1393,Capital IQ,4,Data Scientist at Uber
1394,Maple,4,Data Scientist at Uber
1395,Dealogic,5,Data Scientist at Uber
1396,Python,5,Senior Data Scientist at Shipt
1397,Statistics,8,Senior Data Scientist at Shipt
1398,SQL,1,Senior Data Scientist at Shipt
1399,Lesson Planning,1,Senior Data Scientist at Shipt
1400,Curriculum Development,1,Senior Data Scientist at Shipt
1401,Curriculum Design,1,Senior Data Scientist at Shipt
1402,SAS,0,Senior Data Scientist at Shipt
1403,R,5,Senior Data Scientist at Shipt
1404,Matlab,4,Senior Data Scientist at Shipt
1405,Stata,4,Senior Data Scientist at Shipt
1406,Tutoring,5,Senior Data Scientist at Shipt
1407,Educational Leadership,1,Senior Data Scientist at Shipt
1408,Leadership,30,Analytics and Data Science Google Cloud Support
1409,Start-ups,17,Analytics and Data Science Google Cloud Support
1410,Analytics,21,Analytics and Data Science Google Cloud Support
1411,Project Management,13,Analytics and Data Science Google Cloud Support
1412,Entrepreneurship,22,Analytics and Data Science Google Cloud Support
1413,Data Analysis,3,Analytics and Data Science Google Cloud Support
1414,Strategy,11,Analytics and Data Science Google Cloud Support
1415,Corporate Finance,9,Analytics and Data Science Google Cloud Support
1416,Consulting,8,Analytics and Data Science Google Cloud Support
1417,Finance,8,Analytics and Data Science Google Cloud Support
1418,Non-profits,6,Analytics and Data Science Google Cloud Support
1419,Business Development,6,Analytics and Data Science Google Cloud Support
1420,Logistics,5,Analytics and Data Science Google Cloud Support
1421,Forecasting,5,Analytics and Data Science Google Cloud Support
1422,CRM,5,Analytics and Data Science Google Cloud Support
1423,Business Intelligence,5,Analytics and Data Science Google Cloud Support
1424,Data Visualization,4,Analytics and Data Science Google Cloud Support
1425,Nonprofits,4,Analytics and Data Science Google Cloud Support
1426,Microsoft Excel,10,Analytics and Data Science Google Cloud Support
1427,Enterprise Software,8,Analytics and Data Science Google Cloud Support
1428,R,5,Analytics and Data Science Google Cloud Support
1429,SQL,5,Analytics and Data Science Google Cloud Support
1430,Android,1,Analytics and Data Science Google Cloud Support
1431,Economic Research,4,Analytics and Data Science Google Cloud Support
1432,Human Factors Engineering,4,Analytics and Data Science Google Cloud Support
1433,Product Adoption,1,Analytics and Data Science Google Cloud Support
1434,R,33,Data Scientist at Uber
1435,Statistics,21,Data Scientist at Uber
1436,SAS,13,Data Scientist at Uber
1437,Statistical Modeling,3,Data Scientist at Uber
1438,Data Mining,10,Data Scientist at Uber
1439,Data Analysis,8,Data Scientist at Uber
1440,SAS programming,4,Data Scientist at Uber
1441,Machine Learning,4,Data Scientist at Uber
1442,Programming,1,Data Scientist at Uber
1443,Python,1,Data Scientist at Uber
1444,SQL,0,Data Scientist at Uber
1445,Customer Service,1,Data Scientist at Uber
1446,Big Data,49,SVP Data Science at CB Insights
1447,Software Development,48,SVP Data Science at CB Insights
1448,Data Mining,47,SVP Data Science at CB Insights
1449,Analytics,46,SVP Data Science at CB Insights
1450,Distributed Systems,18,SVP Data Science at CB Insights
1451,Software Engineering,16,SVP Data Science at CB Insights
1452,Data Warehousing,15,SVP Data Science at CB Insights
1453,Agile Methodologies,21,SVP Data Science at CB Insights
1454,Business Intelligence,13,SVP Data Science at CB Insights
1455,Data Modeling,22,SVP Data Science at CB Insights
1456,Scalability,31,SVP Data Science at CB Insights
1457,Database Design,3,SVP Data Science at CB Insights
1458,Machine Learning,2,SVP Data Science at CB Insights
1459,SOA,2,SVP Data Science at CB Insights
1460,System Architecture,2,SVP Data Science at CB Insights
1461,Enterprise Architecture,8,SVP Data Science at CB Insights
1462,Architecture,8,SVP Data Science at CB Insights
1463,Cloud Computing,6,SVP Data Science at CB Insights
1464,Web Applications,6,SVP Data Science at CB Insights
1465,ETL,5,SVP Data Science at CB Insights
1466,Data Integration,5,SVP Data Science at CB Insights
1467,Quantitative Analytics,4,SVP Data Science at CB Insights
1468,Software Project Management,4,SVP Data Science at CB Insights
1469,Object Oriented Design,4,SVP Data Science at CB Insights
1470,Business Analytics,4,SVP Data Science at CB Insights
1471,Data Visualization,4,SVP Data Science at CB Insights
1472,Solution Architecture,1,SVP Data Science at CB Insights
1473,Software Design,1,SVP Data Science at CB Insights
1474,SQL,20,SVP Data Science at CB Insights
1475,Databases,14,SVP Data Science at CB Insights
1476,Java,13,SVP Data Science at CB Insights
1477,Python,11,SVP Data Science at CB Insights
1478,R,11,SVP Data Science at CB Insights
1479,C++,8,SVP Data Science at CB Insights
1480,Perl,7,SVP Data Science at CB Insights
1481,SaaS,5,SVP Data Science at CB Insights
1482,Enterprise Software,5,SVP Data Science at CB Insights
1483,Hadoop,1,SVP Data Science at CB Insights
1484,MapReduce,6,SVP Data Science at CB Insights
1485,Predictive Analytics,14,SVP Data Science at CB Insights
1486,Data Science,9,SVP Data Science at CB Insights
1487,Data Warehouse Architecture,5,SVP Data Science at CB Insights
1488,Spark,0,SVP Data Science at CB Insights
1489,RapidMiner,0,SVP Data Science at CB Insights
1490,Natural Language Processing,0,SVP Data Science at CB Insights
1491,H2O,0,SVP Data Science at CB Insights
1492,Python,16,Data Scientist at Facebook
1493,Data Analysis,22,Data Scientist at Facebook
1494,Project Management,23,Data Scientist at Facebook
1495,Nonprofits,11,Data Scientist at Facebook
1496,Business Analysis,11,Data Scientist at Facebook
1497,Research,13,Data Scientist at Facebook
1498,Marketing,8,Data Scientist at Facebook
1499,Program Management,6,Data Scientist at Facebook
1500,Video Production,4,Data Scientist at Facebook
1501,R,5,Data Scientist at Facebook
1502,SQL,4,Data Scientist at Facebook
1503,Microsoft Excel,2,Data Scientist at Facebook
1504,Amazon Web Services (AWS),4,Data Scientist at Facebook
1505,Microsoft Office,21,Data Scientist at Facebook
1506,PowerPoint,3,Data Scientist at Facebook
1507,Microsoft Word,8,Data Scientist at Facebook
1508,C,7,Data Scientist at Facebook
1509,JIRA,4,Data Scientist at Facebook
1510,Leadership,15,Data Scientist at Facebook
1511,Public Speaking,14,Data Scientist at Facebook
1512,Childcare,6,Data Scientist at Facebook
1513,Management,21,Data Scientist at Facebook
1514,Statistics,15,Staff Data Scientist at Google
1515,R,24,Staff Data Scientist at Google
1516,Machine Learning,12,Staff Data Scientist at Google
1517,Mathematical Modeling,10,Staff Data Scientist at Google
1518,Research,9,Staff Data Scientist at Google
1519,Data Analysis,8,Staff Data Scientist at Google
1520,SPSS,10,Staff Data Scientist at Google
1521,LaTeX,10,Staff Data Scientist at Google
1522,Matlab,9,Staff Data Scientist at Google
1523,Mathematica,8,Staff Data Scientist at Google
1524,Microsoft Excel,5,Staff Data Scientist at Google
1525,SQL,4,Staff Data Scientist at Google
1526,Time Series Analysis,4,Staff Data Scientist at Google
1527,Java,7,Data Scientist/Engineer @ BlackRock AI Labs
1528,Python,4,Data Scientist/Engineer @ BlackRock AI Labs
1529,JavaScript,4,Data Scientist/Engineer @ BlackRock AI Labs
1530,Higher Education,7,Data Scientist/Engineer @ BlackRock AI Labs
1531,HTML,5,Data Scientist/Engineer @ BlackRock AI Labs
1532,Matlab,7,Data Scientist/Engineer @ BlackRock AI Labs
1533,PowerPoint,8,Data Scientist/Engineer @ BlackRock AI Labs
1534,Microsoft Office,11,Data Scientist/Engineer @ BlackRock AI Labs
1535,Microsoft Word,1,Data Scientist/Engineer @ BlackRock AI Labs
1536,Public Speaking,6,Data Scientist/Engineer @ BlackRock AI Labs
1537,Leadership,1,Data Scientist/Engineer @ BlackRock AI Labs
1538,Machine Learning,6,Senior Data Scientist at The Trade Desk
1539,Python,6,Senior Data Scientist at The Trade Desk
1540,Apache Spark,0,Senior Data Scientist at The Trade Desk
1541,Data Mining,8,Senior Data Scientist at The Trade Desk
1542,Statistics,9,Senior Data Scientist at The Trade Desk
1543,Financial Modeling,9,Senior Data Scientist at The Trade Desk
1544,Forecasting,6,Senior Data Scientist at The Trade Desk
1545,Data Analysis,13,Senior Data Scientist at The Trade Desk
1546,Analytics,9,Senior Data Scientist at The Trade Desk
1547,Cloud Computing,0,Senior Data Scientist at The Trade Desk
1548,Business Strategy,8,Senior Data Scientist at The Trade Desk
1549,R,11,Senior Data Scientist at The Trade Desk
1550,SQL,8,Senior Data Scientist at The Trade Desk
1551,VBA,7,Senior Data Scientist at The Trade Desk
1552,Amazon Web Services (AWS),0,Senior Data Scientist at The Trade Desk
1553,C++,7,Senior Data Scientist at The Trade Desk
1554,Microsoft Excel,7,Senior Data Scientist at The Trade Desk
1555,Hive,1,Senior Data Scientist at The Trade Desk
1556,Predictive Analytics,7,Senior Data Scientist at The Trade Desk
1557,Data Products,0,Senior Data Scientist at The Trade Desk
1558,Monte Carlo Simulation,4,Senior Data Scientist at The Trade Desk
1559,Optimization Models,1,Senior Data Scientist at The Trade Desk
1560,Text Mining,0,Senior Data Scientist at The Trade Desk
1561,Regression Analysis,0,Senior Data Scientist at The Trade Desk
1562,Decision Analysis,0,Senior Data Scientist at The Trade Desk
1563,Data Science,0,Senior Data Scientist at The Trade Desk
1564,Research,31,Data Scientist at Capital Group | American Funds
1565,Data Analysis,24,Data Scientist at Capital Group | American Funds
1566,R,24,Data Scientist at Capital Group | American Funds
1567,Econometrics,7,Data Scientist at Capital Group | American Funds
1568,Macroeconomics,6,Data Scientist at Capital Group | American Funds
1569,Financial Markets,5,Data Scientist at Capital Group | American Funds
1570,Valuation,6,Data Scientist at Capital Group | American Funds
1571,Stata,3,Data Scientist at Capital Group | American Funds
1572,Microsoft Excel,6,Data Scientist at Capital Group | American Funds
1573,VBA,4,Data Scientist at Capital Group | American Funds
1574,SQL,4,Data Scientist at Capital Group | American Funds
1575,EViews,1,Data Scientist at Capital Group | American Funds
1576,C,4,Data Scientist at Capital Group | American Funds
1577,Python,4,Data Scientist at Capital Group | American Funds
1578,Qualitative Research,8,Data Scientist at Capital Group | American Funds
1579,Python,50,Data Scientist at HBO
1580,Data Science,51,Data Scientist at HBO
1581,Machine Learning,32,Data Scientist at HBO
1582,Biostatistics,28,Data Scientist at HBO
1583,Data Analysis,14,Data Scientist at HBO
1584,Algorithms,13,Data Scientist at HBO
1585,Quantitative Research,1,Data Scientist at HBO
1586,Statistical Modeling,1,Data Scientist at HBO
1587,Data structure,13,Data Scientist at HBO
1588,C,35,Data Scientist at HBO
1589,R,29,Data Scientist at HBO
1590,C++,13,Data Scientist at HBO
1591,SAS,23,Data Scientist at HBO
1592,Java,15,Data Scientist at HBO
1593,Linux,22,Data Scientist at HBO
1594,NoSQL,3,Data Scientist at HBO
1595,MySQL,31,Data Scientist at HBO
1596,Microsoft Excel,31,Data Scientist at HBO
1597,STATA,31,Data Scientist at HBO
1598,Hadoop,24,Data Scientist at HBO
1599,Matlab,13,Data Scientist at HBO
1600,Microsoft Office,22,Data Scientist at HBO
1601,SQL,1,Data Scientist at HBO
1602,Amazon Web Services (AWS),1,Data Scientist at HBO
1603,Amazon S3,1,Data Scientist at HBO
1604,ggplot,12,Data Scientist at HBO
1605,TensorFlow,31,Data Scientist at HBO
1606,Keras,1,Data Scientist at HBO
1607,AWS SageMaker,1,Data Scientist at HBO
1608,Computational,31,Data Scientist at HBO
1609,Data Cleaning,24,Data Scientist at HBO
1610,Numpy,24,Data Scientist at HBO
1611,Analyst,12,Data Scientist at HBO
1612,Spark,12,Data Scientist at HBO
1613,Scipy,12,Data Scientist at HBO
1614,Scikit-Learn,31,Data Scientist at HBO
1615,Matplotlib,12,Data Scientist at HBO
1616,Predictive analytics,31,Data Scientist at HBO
1617,SVM,31,Data Scientist at HBO
1618,Regression Models,24,Data Scientist at HBO
1619,Cluster Analysis,12,Data Scientist at HBO
1620,Network,24,Data Scientist at HBO
1621,Kaggle,12,Data Scientist at HBO
1622,Qualitative & Quantitative Research Methodologies,1,Data Scientist at HBO
1623,A/B Testing,1,Data Scientist at HBO
1624,Stochastic Processes,1,Data Scientist at HBO
1625,Probabilistic Models,1,Data Scientist at HBO
1626,Product Analytics,1,Data Scientist at HBO
1627,Deep Learning,1,Data Scientist at HBO
1628,Costumer Analytics,1,Data Scientist at HBO
1629,Machine Learning,27,Senior Data Scientist at Facebook
