"","Headline","Skills","Linkedin"
"1182","Data Scientist at American Express | Dartmouth College","Data Streaming",1
"1183","Data Scientist at American Express | Dartmouth College","Lean 6 Sigma Green Belt",2
"1184","Data Scientist at Raise","Groundwater Modeling",2
"1185","Data Scientist at Raise","Data Analysis",3
"1186","Data Scientist at Raise","MODFLOW",1
"1187","Data Scientist at Raise","Statistics",5
"1188","Data Scientist at Raise","Research",9
"1189","Data Scientist at Raise","Project Management",1
"1192","Data Scientist at Raise","Environmental Awareness",1
"1193","Data Scientist at Raise","GIS",1
"1194","Data Scientist at Raise","Matlab",2
"1195","Data Scientist at Raise","Microsoft Excel",1
"1196","Data Scientist at Raise","Microsoft Access",1
"1203","Data Scientist at Raise","Teaching",3
"1205","Data Scientist at Raise","Public Speaking",3
"1207","Data Scientist at Raise","GMS",1
"1208","Data Scientist at dv01","Data Analysis",3
"1209","Data Scientist at dv01","Python",2
"1210","Data Scientist at dv01","SQL",2
"1211","Data Scientist at dv01","R",2
"1212","Data Scientist at dv01","Haskell",1
"1213","Data Scientist at b8ta","Econometrics",11
"1214","Data Scientist at b8ta","Stata",9
"1215","Data Scientist at b8ta","Data Analysis",9
"1216","Data Scientist at b8ta","Statistics",7
"1217","Data Scientist at b8ta","Economics",3
"1218","Data Scientist at b8ta","Business Analysis",3
"1219","Data Scientist at b8ta","Project Management",2
"1220","Data Scientist at b8ta","Analysis",2
"1221","Data Scientist at b8ta","Research",1
"1222","Data Scientist at b8ta","Healthcare Information Technology",1
"1223","Data Scientist at b8ta","Eviews",7
"1224","Data Scientist at b8ta","Microsoft Office",4
"1225","Data Scientist at b8ta","R",3
"1226","Data Scientist at b8ta","Public Speaking",1
"1227","Data Scientist at b8ta","Management",1
"1228","Data Scientist at b8ta","Leadership",1
"1229","Data Scientist at b8ta","Economic Forecasting",7
"1230","Data Scientist at b8ta","Time Series Analysis",6
"1231","Data Scientist at b8ta","Process Improvement",1
"1232","Data Science & Analytics","SQL",34
"1233","Data Science & Analytics","Data Analysis",28
"1234","Data Science & Analytics","R",27
"1235","Data Science & Analytics","Data Mining",19
"1236","Data Science & Analytics","Business Intelligence",13
"1237","Data Science & Analytics","Business Analysis",9
"1238","Data Science & Analytics","Data Warehousing",6
"1239","Data Science & Analytics","Statistical Modeling",6
"1240","Data Science & Analytics","Data Visualization",6
"1241","Data Science & Analytics","Analytical Skills",6
"1242","Data Science & Analytics","Statistics",6
"1243","Data Science & Analytics","Analysis",5
"1244","Data Science & Analytics","Machine Learning",5
"1245","Data Science & Analytics","Python",18
"1246","Data Science & Analytics","Databases",15
"1247","Data Science & Analytics","SAS",11
"1248","Data Science & Analytics","VBA",8
"1249","Data Science & Analytics","Microsoft Office",8
"1250","Data Science & Analytics","PowerPoint",7
"1251","Data Science & Analytics","Microsoft Excel",7
"1252","Data Science & Analytics","Microsoft Word",5
"1253","Data Science & Analytics","C++",5
"1254","Data Science & Analytics","Tableau",4
"1255","Data Science & Analytics","Visual Basic",4
"1257","Data Science & Analytics","SAS E-Miner",5
"1258","Data Science & Analytics","Web Scraping",4
"1259","Data Science & Analytics","Text Mining",4
"1263","Data Scientist at Discovery Inc","Microsoft Office",1
"1290","Data Scientist - Analytics at Facebook","Python",26
"1291","Data Scientist - Analytics at Facebook","SQL",32
"1292","Data Scientist - Analytics at Facebook","Data Analysis",49
"1293","Data Scientist - Analytics at Facebook","Statistics",20
"1294","Data Scientist - Analytics at Facebook","Data Mining",12
"1295","Data Scientist - Analytics at Facebook","Business Analytics",9
"1296","Data Scientist - Analytics at Facebook","Operations Research",8
"1297","Data Scientist - Analytics at Facebook","Research",10
"1298","Data Scientist - Analytics at Facebook","Keras",3
"1299","Data Scientist - Analytics at Facebook","R",37
"1300","Data Scientist - Analytics at Facebook","Matlab",31
"1301","Data Scientist - Analytics at Facebook","SAS",12
"1302","Data Scientist - Analytics at Facebook","VBA",12
"1303","Data Scientist - Analytics at Facebook","MongoDB",3
"1304","Data Scientist - Analytics at Facebook","Microsoft Excel",22
"1305","Data Scientist - Analytics at Facebook","Microsoft PowerPoint",13
"1306","Data Scientist - Analytics at Facebook","EViews",4
"1307","Data Scientist - Analytics at Facebook","Stata",8
"1308","Data Scientist - Analytics at Facebook","Capital IQ",6
"1309","Data Scientist - Analytics at Facebook","C",5
"1310","Data Scientist - Analytics at Facebook","SPSS",4
"1311","Data Scientist - Analytics at Facebook","C++",8
"1312","Data Scientist - Analytics at Facebook","HTML5",2
"1313","Data Scientist - Analytics at Facebook","Cascading Style Sheets (CSS)",2
"1314","Data Scientist - Analytics at Facebook","D3.js",2
"1315","Data Scientist - Analytics at Facebook","Neo4j",4
"1316","Data Scientist - Analytics at Facebook","Apache Spark",5
"1317","Data Scientist - Analytics at Facebook","Regression Analysis",15
"1318","Data Scientist - Analytics at Facebook","Time Series Analysis",15
"1319","Data Scientist, Business Intelligence Analyst","Statistics",28
"1320","Data Scientist, Business Intelligence Analyst","SQL",14
"1321","Data Scientist, Business Intelligence Analyst","R",23
"1322","Data Scientist, Business Intelligence Analyst","SAS programming",2
"1323","Data Scientist, Business Intelligence Analyst","Survey Design",1
"1324","Data Scientist, Business Intelligence Analyst","Data Mining",7
"1325","Data Scientist, Business Intelligence Analyst","Tableau",3
"1326","Data Scientist, Business Intelligence Analyst","LaTeX",6
"1327","Data Scientist, Business Intelligence Analyst","Microsoft Office",11
"1328","Data Scientist, Business Intelligence Analyst","Matlab",12
"1329","Data Scientist, Business Intelligence Analyst","Microsoft Word",3
"1330","Data Scientist, Business Intelligence Analyst","Python",12
"1331","Data Scientist, Business Intelligence Analyst","Vertica",1
"1332","Data Scientist, Business Intelligence Analyst","Survey Statistics",1
"1333","Data Scientist, Business Intelligence Analyst","Bayesian statistics",2
"1334","Data Scientist, Business Intelligence Analyst","Multivariate Analysis",3
"1335","Data Scientist, Business Intelligence Analyst","Experimental Design",3
"1336","Data Scientist at BlackRock","Python",6
"1337","Data Scientist at BlackRock","Django",4
"1338","Data Scientist at BlackRock","JavaScript",1
"1339","Data Scientist at BlackRock","Data Analysis",7
"1341","Data Scientist at BlackRock","Strategy",4
"1342","Data Scientist at BlackRock","Financial Analysis",7
"1343","Data Scientist at BlackRock","Entrepreneurship",4
"1344","Data Scientist at BlackRock","Business Analysis",5
"1345","Data Scientist at BlackRock","Project Management",3
"1346","Data Scientist at BlackRock","Research",1
"1349","Data Scientist at BlackRock","R",2
"1350","Data Scientist, Analytics chez Facebook","Data Analysis",2
"1351","Data Scientist, Analytics chez Facebook","Consulting",1
"1352","Data Scientist, Analytics chez Facebook","R",1
"1360","Data Scientist at IBM","Data Analysis",25
"1361","Data Scientist at IBM","Marketing",20
"1362","Data Scientist at IBM","Microsoft Office",19
"1363","Data Scientist at IBM","Entrepreneurship",15
"1364","Data Scientist at IBM","Analytics",15
"1365","Data Scientist at IBM","Economics",12
"1366","Data Scientist at IBM","Market Research",11
"1367","Data Scientist at IBM","Sales",10
"1368","Data Scientist at IBM","Pricing",9
"1369","Data Scientist at IBM","Marketing Strategy",8
"1370","Data Scientist at IBM","Statistics",7
"1371","Data Scientist at IBM","Finance",5
"1372","Data Scientist at IBM","Competitive Analysis",5
"1373","Data Scientist at IBM","Environmental Science",5
"1374","Data Scientist at IBM","Business Analysis",5
"1375","Data Scientist at IBM","Project Management",4
"1376","Data Scientist at IBM","Analysis",2
"1377","Data Scientist at IBM","Research",2
"1378","Data Scientist at IBM","Business Intelligence",2
"1379","Data Scientist at IBM","Financial Analysis",2
"1380","Data Scientist at IBM","Accounting",1
"1381","Data Scientist at IBM","Energy Audits",1
"1384","Data Scientist at IBM","Microsoft Excel",13
"1385","Data Scientist at IBM","R",12
"1386","Data Scientist at IBM","Microsoft Word",6
"1387","Data Scientist at IBM","SQL",6
"1388","Data Scientist at IBM","PowerPoint",4
"1389","Data Scientist at IBM","Python",4
"1390","Data Scientist at IBM","SAS",3
"1391","Data Scientist at IBM","Tableau",3
"1392","Data Scientist at IBM","C",2
"1393","Data Scientist at IBM","Google Analytics",2
"1394","Data Scientist at IBM","PostgreSQL",1
"1395","Data Scientist at IBM","Public Speaking",2
"1396","Data Scientist at IBM","Chinese",1
"1397","Data Scientist at IBM","Data Science",7
"1398","Data Scientist at IBM","APIs",2
"1399","Data Scientist at IBM","Korean",1
"1400","Data Scientist at IBM","Web Scraping",1
"1404","Data Scientist at Tesla","Data Analysis",8
"1405","Data Scientist at Tesla","Research",6
"1406","Data Scientist at Tesla","Microsoft Office",5
"1407","Data Scientist at Tesla","Marketing",3
"1408","Data Scientist at Tesla","Analysis",2
"1409","Data Scientist at Tesla","Social Media",1
"1411","Data Scientist at Tesla","C++",1
"1412","Data Scientist at Tesla","Teamwork",2
"1414","Data Scientist at Facebook","Research",14
"1415","Data Scientist at Facebook","Stata",9
"1416","Data Scientist at Facebook","Matlab",8
"1417","Data Scientist at Facebook","Algorithms",6
"1418","Data Scientist at Facebook","Mathematics",4
"1419","Data Scientist at Facebook","Photography",4
"1420","Data Scientist at Facebook","Python",7
"1421","Data Scientist at Facebook","Mathematica",6
"1422","Data Scientist at Facebook","Java",5
"1423","Data Scientist at Facebook","C",2
"1424","Data Scientist at Facebook","Sage",1
"1425","Data Scientist at Facebook","Lightroom",1
"1426","Data Scientist at Facebook","Chinese",6
"1427","Data Scientist at Uber","R",17
"1428","Data Scientist at Uber","Machine Learning",9
"1429","Data Scientist at Uber","SQL",11
"1430","Data Scientist at Uber","Python",12
"1431","Data Scientist at Uber","Microsoft Excel",8
"1432","Data Scientist at Uber","Matlab",4
"1433","Data Scientist at Uber","LaTeX",6
"1434","Data Scientist at Uber","Stata",5
"1435","Data Scientist at Uber","PowerPoint",6
"1436","Data Scientist at Uber","Bloomberg",3
"1437","Data Scientist at Uber","Capital IQ",2
"1438","Data Scientist at Uber","Maple",2
"1439","Data Scientist at Uber","Dealogic",3
"1440","Senior Data Scientist at Shipt","Python",3
"1441","Senior Data Scientist at Shipt","Statistics",6
"1442","Senior Data Scientist at Shipt","SQL",1
"1443","Senior Data Scientist at Shipt","Lesson Planning",1
"1444","Senior Data Scientist at Shipt","Curriculum Development",1
"1445","Senior Data Scientist at Shipt","Curriculum Design",1
"1447","Senior Data Scientist at Shipt","R",3
"1448","Senior Data Scientist at Shipt","Matlab",2
"1449","Senior Data Scientist at Shipt","Stata",2
"1450","Senior Data Scientist at Shipt","Tutoring",3
"1451","Senior Data Scientist at Shipt","Educational Leadership",1
"1452","Analytics and Data Science, Google Cloud Support","Leadership",30
"1453","Analytics and Data Science, Google Cloud Support","Start-ups",28
"1454","Analytics and Data Science, Google Cloud Support","Analytics",18
"1455","Analytics and Data Science, Google Cloud Support","Project Management",16
"1456","Analytics and Data Science, Google Cloud Support","Entrepreneurship",15
"1457","Analytics and Data Science, Google Cloud Support","Data Analysis",11
"1458","Analytics and Data Science, Google Cloud Support","Strategy",9
"1459","Analytics and Data Science, Google Cloud Support","Corporate Finance",7
"1460","Analytics and Data Science, Google Cloud Support","Consulting",6
"1461","Analytics and Data Science, Google Cloud Support","Finance",6
"1462","Analytics and Data Science, Google Cloud Support","Non-profits",4
"1463","Analytics and Data Science, Google Cloud Support","Business Development",4
"1464","Analytics and Data Science, Google Cloud Support","Logistics",3
"1465","Analytics and Data Science, Google Cloud Support","Forecasting",3
"1466","Analytics and Data Science, Google Cloud Support","CRM",3
"1467","Analytics and Data Science, Google Cloud Support","Business Intelligence",3
"1468","Analytics and Data Science, Google Cloud Support","Data Visualization",2
"1469","Analytics and Data Science, Google Cloud Support","Nonprofits",2
"1470","Analytics and Data Science, Google Cloud Support","Microsoft Excel",8
"1471","Analytics and Data Science, Google Cloud Support","Enterprise Software",6
"1472","Analytics and Data Science, Google Cloud Support","R",3
"1473","Analytics and Data Science, Google Cloud Support","SQL",3
"1474","Analytics and Data Science, Google Cloud Support","Android",1
"1475","Analytics and Data Science, Google Cloud Support","Economic Research",2
"1476","Analytics and Data Science, Google Cloud Support","Human Factors Engineering",2
"1477","Analytics and Data Science, Google Cloud Support","Product Adoption",1
"1478","Data Scientist at Uber","R",25
"1479","Data Scientist at Uber","Statistics",18
"1480","Data Scientist at Uber","SAS",16
"1481","Data Scientist at Uber","Statistical Modeling",11
"1482","Data Scientist at Uber","Data Mining",8
"1483","Data Scientist at Uber","Data Analysis",6
"1484","Data Scientist at Uber","SAS programming",2
"1485","Data Scientist at Uber","Machine Learning",2
"1486","Data Scientist at Uber","Programming",1
"1487","Data Scientist at Uber","Python",1
"1489","Data Scientist at Uber","Customer Service",1
"1490","SVP, Data Science at CB Insights","Big Data",65
"1491","SVP, Data Science at CB Insights","Software Development",57
"1492","SVP, Data Science at CB Insights","Data Mining",50
"1493","SVP, Data Science at CB Insights","Analytics",42
"1494","SVP, Data Science at CB Insights","Distributed Systems",33
"1495","SVP, Data Science at CB Insights","Software Engineering",22
"1496","SVP, Data Science at CB Insights","Data Warehousing",20
"1497","SVP, Data Science at CB Insights","Agile Methodologies",18
"1498","SVP, Data Science at CB Insights","Business Intelligence",16
"1499","SVP, Data Science at CB Insights","Data Modeling",15
"1500","SVP, Data Science at CB Insights","Scalability",13
"1501","SVP, Data Science at CB Insights","Database Design",11
"1502","SVP, Data Science at CB Insights","Machine Learning",10
"1503","SVP, Data Science at CB Insights","SOA",10
"1504","SVP, Data Science at CB Insights","System Architecture",10
"1505","SVP, Data Science at CB Insights","Enterprise Architecture",6
"1506","SVP, Data Science at CB Insights","Architecture",6
"1507","SVP, Data Science at CB Insights","Cloud Computing",4
"1508","SVP, Data Science at CB Insights","Web Applications",4
"1509","SVP, Data Science at CB Insights","ETL",3
"1510","SVP, Data Science at CB Insights","Data Integration",3
"1511","SVP, Data Science at CB Insights","Quantitative Analytics",2
"1512","SVP, Data Science at CB Insights","Software Project Management",2
"1513","SVP, Data Science at CB Insights","Object Oriented Design",2
"1514","SVP, Data Science at CB Insights","Business Analytics",2
"1515","SVP, Data Science at CB Insights","Data Visualization",2
"1516","SVP, Data Science at CB Insights","Solution Architecture",1
"1517","SVP, Data Science at CB Insights","Software Design",1
"1518","SVP, Data Science at CB Insights","SQL",38
"1519","SVP, Data Science at CB Insights","Databases",19
"1520","SVP, Data Science at CB Insights","Java",16
"1521","SVP, Data Science at CB Insights","Python",9
"1522","SVP, Data Science at CB Insights","R",9
"1523","SVP, Data Science at CB Insights","C++",6
"1524","SVP, Data Science at CB Insights","Perl",5
"1525","SVP, Data Science at CB Insights","SaaS",3
"1526","SVP, Data Science at CB Insights","Enterprise Software",3
"1527","SVP, Data Science at CB Insights","Hadoop",1
"1528","SVP, Data Science at CB Insights","MapReduce",4
"1529","SVP, Data Science at CB Insights","Predictive Analytics",19
"1530","SVP, Data Science at CB Insights","Data Science",7
"1531","SVP, Data Science at CB Insights","Data Warehouse Architecture",3
"1536","Data Scientist at Facebook","Python",22
"1537","Data Scientist at Facebook","Data Analysis",15
"1538","Data Scientist at Facebook","Project Management",17
"1539","Data Scientist at Facebook","Nonprofits",9
"1540","Data Scientist at Facebook","Business Analysis",9
"1541","Data Scientist at Facebook","Research",16
"1542","Data Scientist at Facebook","Marketing",6
"1543","Data Scientist at Facebook","Program Management",4
"1544","Data Scientist at Facebook","Video Production",2
"1545","Data Scientist at Facebook","R",3
"1546","Data Scientist at Facebook","SQL",2
"1547","Data Scientist at Facebook","Microsoft Excel",10
"1548","Data Scientist at Facebook","Amazon Web Services (AWS)",2
"1549","Data Scientist at Facebook","Microsoft Office",18
"1550","Data Scientist at Facebook","PowerPoint",11
"1551","Data Scientist at Facebook","Microsoft Word",6
"1552","Data Scientist at Facebook","C",5
"1553","Data Scientist at Facebook","JIRA",2
"1554","Data Scientist at Facebook","Leadership",20
"1555","Data Scientist at Facebook","Public Speaking",19
"1556","Data Scientist at Facebook","Childcare",4
"1557","Data Scientist at Facebook","Management",18
"1558","Staff Data Scientist at Google","Statistics",20
"1559","Staff Data Scientist at Google","R",14
"1560","Staff Data Scientist at Google","Machine Learning",12
"1561","Staff Data Scientist at Google","Mathematical Modeling",8
"1562","Staff Data Scientist at Google","Research",7
"1563","Staff Data Scientist at Google","Data Analysis",6
"1564","Staff Data Scientist at Google","SPSS",8
"1565","Staff Data Scientist at Google","LaTeX",8
"1566","Staff Data Scientist at Google","Matlab",7
"1567","Staff Data Scientist at Google","Mathematica",6
"1568","Staff Data Scientist at Google","Microsoft Excel",3
"1569","Staff Data Scientist at Google","SQL",2
"1570","Staff Data Scientist at Google","Time Series Analysis",2
"1571","Data Scientist/Engineer @ BlackRock AI Labs","Java",5
"1572","Data Scientist/Engineer @ BlackRock AI Labs","Python",2
"1573","Data Scientist/Engineer @ BlackRock AI Labs","JavaScript",2
"1574","Data Scientist/Engineer @ BlackRock AI Labs","Higher Education",5
"1575","Data Scientist/Engineer @ BlackRock AI Labs","HTML",3
"1576","Data Scientist/Engineer @ BlackRock AI Labs","Matlab",5
"1577","Data Scientist/Engineer @ BlackRock AI Labs","PowerPoint",6
"1578","Data Scientist/Engineer @ BlackRock AI Labs","Microsoft Office",9
"1579","Data Scientist/Engineer @ BlackRock AI Labs","Microsoft Word",1
"1580","Data Scientist/Engineer @ BlackRock AI Labs","Public Speaking",4
"1581","Data Scientist/Engineer @ BlackRock AI Labs","Leadership",1
"1582","Senior Data Scientist at The Trade Desk","Machine Learning",4
"1583","Senior Data Scientist at The Trade Desk","Python",4
"1585","Senior Data Scientist at The Trade Desk","Data Mining",6
"1586","Senior Data Scientist at The Trade Desk","Statistics",7
"1587","Senior Data Scientist at The Trade Desk","Financial Modeling",7
"1588","Senior Data Scientist at The Trade Desk","Forecasting",4
"1589","Senior Data Scientist at The Trade Desk","Data Analysis",16
"1590","Senior Data Scientist at The Trade Desk","Analytics",7
"1592","Senior Data Scientist at The Trade Desk","Business Strategy",6
"1593","Senior Data Scientist at The Trade Desk","R",9
"1594","Senior Data Scientist at The Trade Desk","SQL",6
"1595","Senior Data Scientist at The Trade Desk","VBA",5
"1597","Senior Data Scientist at The Trade Desk","C++",5
"1598","Senior Data Scientist at The Trade Desk","Microsoft Excel",5
"1599","Senior Data Scientist at The Trade Desk","Hive",1
"1600","Senior Data Scientist at The Trade Desk","Predictive Analytics",5
"1602","Senior Data Scientist at The Trade Desk","Monte Carlo Simulation",2
"1603","Senior Data Scientist at The Trade Desk","Optimization Models",1
"1608","Data Scientist at Capital Group | American Funds","Research",13
"1609","Data Scientist at Capital Group | American Funds","Data Analysis",14
"1610","Data Scientist at Capital Group | American Funds","R",14
"1611","Data Scientist at Capital Group | American Funds","Econometrics",5
"1612","Data Scientist at Capital Group | American Funds","Macroeconomics",4
"1613","Data Scientist at Capital Group | American Funds","Financial Markets",3
"1614","Data Scientist at Capital Group | American Funds","Valuation",4
"1615","Data Scientist at Capital Group | American Funds","Stata",11
"1616","Data Scientist at Capital Group | American Funds","Microsoft Excel",4
"1617","Data Scientist at Capital Group | American Funds","VBA",2
"1618","Data Scientist at Capital Group | American Funds","SQL",2
"1619","Data Scientist at Capital Group | American Funds","EViews",1
"1620","Data Scientist at Capital Group | American Funds","C",2
"1621","Data Scientist at Capital Group | American Funds","Python",2
"1622","Data Scientist at Capital Group | American Funds","Qualitative Research",6
"1623","Data Scientist at HBO","Python",45
"1624","Data Scientist at HBO","Data Science",46
"1625","Data Scientist at HBO","Machine Learning",23
"1626","Data Scientist at HBO","Biostatistics",21
"1627","Data Scientist at HBO","Data Analysis",19
"1628","Data Scientist at HBO","Algorithms",16
"1629","Data Scientist at HBO","Quantitative Research",1
"1630","Data Scientist at HBO","Statistical Modeling",1
"1631","Data Scientist at HBO","Data structure",16
"1632","Data Scientist at HBO","C",40
"1633","Data Scientist at HBO","R",24
"1634","Data Scientist at HBO","C++",16
"1635","Data Scientist at HBO","SAS",17
"1636","Data Scientist at HBO","Java",20
"1637","Data Scientist at HBO","Linux",15
"1638","Data Scientist at HBO","NoSQL",11
"1639","Data Scientist at HBO","MySQL",13
"1640","Data Scientist at HBO","Microsoft Excel",13
"1641","Data Scientist at HBO","STATA",13
"1642","Data Scientist at HBO","Hadoop",14
"1643","Data Scientist at HBO","Matlab",16
"1644","Data Scientist at HBO","Microsoft Office",15
"1645","Data Scientist at HBO","SQL",1
"1646","Data Scientist at HBO","Amazon Web Services (AWS)",1
"1647","Data Scientist at HBO","Amazon S3",1
"1648","Data Scientist at HBO","ggplot",12
"1649","Data Scientist at HBO","TensorFlow",13
"1650","Data Scientist at HBO","Keras",1
"1651","Data Scientist at HBO","AWS SageMaker",1
"1652","Data Scientist at HBO","Computational",13
"1653","Data Scientist at HBO","Data Cleaning",14
"1654","Data Scientist at HBO","Numpy",14
"1655","Data Scientist at HBO","Analyst",12
"1656","Data Scientist at HBO","Spark",12
"1657","Data Scientist at HBO","Scipy",12
"1658","Data Scientist at HBO","Scikit-Learn",13
"1659","Data Scientist at HBO","Matplotlib",12
"1660","Data Scientist at HBO","Predictive analytics",13
"1661","Data Scientist at HBO","SVM",13
"1662","Data Scientist at HBO","Regression Models",14
"1663","Data Scientist at HBO","Cluster Analysis",12
"1664","Data Scientist at HBO","Network",14
"1665","Data Scientist at HBO","Kaggle",12
"1666","Data Scientist at HBO","Qualitative & Quantitative Research Methodologies",1
"1667","Data Scientist at HBO","A/B Testing",1
"1668","Data Scientist at HBO","Stochastic Processes",1
"1669","Data Scientist at HBO","Probabilistic Models",1
"1670","Data Scientist at HBO","Product Analytics",1
"1671","Data Scientist at HBO","Deep Learning",1
"1672","Data Scientist at HBO","Costumer Analytics",1
"1673","Senior Data Scientist at Facebook","Machine Learning",31
"1674","Senior Data Scientist at Facebook","Statistics",26
"1675","Senior Data Scientist at Facebook","Matlab",23
"1676","Senior Data Scientist at Facebook","Data Mining",19
"1677","Senior Data Scientist at Facebook","Statistical Data Analysis",5
"1678","Senior Data Scientist at Facebook","Shell Scripting",3
"1679","Senior Data Scientist at Facebook","Data Analysis",24
"1680","Senior Data Scientist at Facebook","Python",24
"1681","Senior Data Scientist at Facebook","Hadoop",9
"1682","Senior Data Scientist at Facebook","SQL",13
"1683","Senior Data Scientist at Facebook","Scala",7
"1684","Senior Data Scientist at Facebook","C",7
"1685","Senior Data Scientist at Facebook","R",8
"1686","Senior Data Scientist at Facebook","Public Speaking",3
"1687","Senior Data Scientist at Facebook","Neural Networks",9
"1688","Senior Data Scientist at Facebook","Decision Trees",9
"1689","Senior Data Scientist at Facebook","Apache Spark",5
"1690","Senior Data Scientist at Facebook","Gradient Boosting",1
"1691","Senior Data Scientist at Facebook","probabilistic theory",1
"1692","Senior Data Scientist at Facebook","information theory",2
"1693","Senior Data Scientist at Facebook","Digital Signal Processing",3
"1694","Senior Data Scientist at Facebook","Support vector machine",2
"1696","Senior Data Scientist at Facebook","Multivariate Analysis",3
"1697","Senior Data Scientist at Facebook","Data Science",5
"1698","Data Scientist @ Lyft","Data Analysis",42
"1699","Data Scientist @ Lyft","Matlab",29
"1700","Data Scientist @ Lyft","R",9
"1701","Data Scientist @ Lyft","Statistics",27
"1702","Data Scientist @ Lyft","Operations Research",18
"1703","Data Scientist @ Lyft","Strategy",14
"1704","Data Scientist @ Lyft","Simulations",4
"1705","Data Scientist @ Lyft","Mathematical Modeling",4
"1706","Data Scientist @ Lyft","Research",8
"1707","Data Scientist @ Lyft","Industrial Engineering",2
"1708","Data Scientist @ Lyft","Supply Chain Management",2
"1709","Data Scientist @ Lyft","Consulting",4
"1712","Data Scientist @ Lyft","C++",23
"1713","Data Scientist @ Lyft","Microsoft Office",23
"1716","Data Scientist @ Lyft","QlikView",1
"1717","Data Scientist @ Lyft","C",10
"1718","Data Scientist @ Lyft","Minitab",10
"1719","Data Scientist @ Lyft","Mathematica",1
"1720","Data Scientist @ Lyft","SQL",6
"1721","Data Scientist @ Lyft","LaTeX",1
"1722","Data Scientist @ Lyft","Python",1
"1723","Data Scientist @ Lyft","English",4
"1725","Data Scientist at Beeswax","Python",11
"1726","Data Scientist at Beeswax","R",8
"1727","Data Scientist at Beeswax","Microsoft Excel",8
"1728","Data Scientist at Beeswax","Data Analysis",6
"1729","Data Scientist at Beeswax","Machine Learning",3
"1730","Data Scientist at Beeswax","Data Mining",3
"1732","Data Scientist at Beeswax","Wastewater Treatment",6
"1733","Data Scientist at Beeswax","Environmental Engineering",4
"1734","Data Scientist at Beeswax","Process Engineering",3
"1735","Data Scientist at Beeswax","Project Engineering",1
"1736","Data Scientist at Beeswax","Microsoft Office",8
"1737","Data Scientist at Beeswax","Windows",3
"1738","Data Scientist at Beeswax","PowerPoint",3
"1739","Data Scientist at Beeswax","Microsoft Word",1
"1740","Data Scientist at Beeswax","Matlab",1
"1742","Data Scientist at Beeswax","Public Speaking",1
"1743","Data Scientist at Beeswax","Air Permitting",4
"1744","Data Science Manager at Facebook","Data Analysis",35
"1745","Data Science Manager at Facebook","Data Mining",30
"1746","Data Science Manager at Facebook","Analytics",27
"1747","Data Science Manager at Facebook","Machine Learning",16
"1748","Data Science Manager at Facebook","Business Intelligence",11
"1749","Data Science Manager at Facebook","Strategy",8
"1750","Data Science Manager at Facebook","Fixed Income",7
"1751","Data Science Manager at Facebook","statistics",6
"1752","Data Science Manager at Facebook","Statistics",6
"1753","Data Science Manager at Facebook","Programming",4
"1754","Data Science Manager at Facebook","Trading",4
"1755","Data Science Manager at Facebook","Financial Analysis",4
"1756","Data Science Manager at Facebook","Algorithms",2
"1757","Data Science Manager at Facebook","Financial Modeling",2
"1758","Data Science Manager at Facebook","Analysis",2
"1759","Data Science Manager at Facebook","Quantitative Analytics",1
"1761","Data Science Manager at Facebook","VBA",20
"1762","Data Science Manager at Facebook","SQL",11
"1763","Data Science Manager at Facebook","Python",9
"1764","Data Science Manager at Facebook","SAS",4
"1765","Data Science Manager at Facebook","R",3
"1766","Data Science Manager at Facebook","Microsoft Office",3
"1767","Data Science Manager at Facebook","Visual Basic for Applications (VBA)",3
"1768","Data Science Manager at Facebook","C",2
"1769","Data Science Manager at Facebook","MySQL",1
"1770","Data Science Manager at Facebook","Time Series Analysis",3
"1771","Data Science Manager at Facebook","Linear Regression",2
"1772","Data Scientist at Facebook","Data Analysis",52
"1773","Data Scientist at Facebook","SQL",49
"1774","Data Scientist at Facebook","R",35
"1775","Data Scientist at Facebook","Data Mining",25
"1776","Data Scientist at Facebook","Analytics",22
"1777","Data Scientist at Facebook","Statistics",16
"1778","Data Scientist at Facebook","Program Management",7
"1779","Data Scientist at Facebook","Microsoft Excel",23
"1780","Data Scientist at Facebook","Python",20
"1781","Data Scientist at Facebook","HTML",17
"1782","Data Scientist at Facebook","Microsoft Office",17
"1783","Data Scientist at Facebook","VBA",14
"1784","Data Scientist at Facebook","Access",10
"1785","Data Scientist at Facebook","C",3
"1786","Data Scientist at Facebook","Matlab",2
"1787","Data Scientist at Facebook","C",1
"1788","Data Scientist at Facebook","MySQL",1
"1789","Data Scientist at Facebook","Visual Basic for Applications (VBA)",1
"1790","Data Scientist at Facebook","Predictive Modeling",4
"1791","Data Scientist at Facebook","Optimization Models",4
"1792","Data Scientist at Facebook","Optimization Modeling",3
"1793","Data Scientist at Facebook","Logistics modelling",2
"1794","Data Scientist at Google","Data Analysis",14
"1795","Data Scientist at Google","Python",8
"1796","Data Scientist at Google","SQL",5
"1797","Data Scientist at Google","Research",15
"1798","Data Scientist at Google","Statistics",5
"1799","Data Scientist at Google","Data Warehousing",3
"1800","Data Scientist at Google","Warehouse Operations",2
"1801","Data Scientist at Google","Analytics",2
"1802","Data Scientist at Google","Business Intelligence",2
"1803","Data Scientist at Google","Matlab",7
"1804","Data Scientist at Google","Stata",6
"1805","Data Scientist at Google","Qlikview",3
"1806","Data Scientist at Google","Tableau",5
"1807","Data Scientist at Google","Ruby",2
"1808","Data Scientist at Google","LaTeX",5
