"","Headline","Skills","Linkedin"
"3693","Director, Data Science at The Trade Desk","R",22
"3694","Director, Data Science at The Trade Desk","Statistics",20
"3695","Director, Data Science at The Trade Desk","Data Analysis",16
"3696","Director, Data Science at The Trade Desk","Statistical Modeling",15
"3697","Director, Data Science at The Trade Desk","Science",6
"3698","Director, Data Science at The Trade Desk","Research",6
"3699","Director, Data Science at The Trade Desk","Big Data",5
"3700","Director, Data Science at The Trade Desk","Mathematical Modeling",3
"3701","Director, Data Science at The Trade Desk","Simulations",3
"3702","Director, Data Science at The Trade Desk","Public Health",2
"3703","Director, Data Science at The Trade Desk","Biostatistics",2
"3704","Director, Data Science at The Trade Desk","Analysis",2
"3705","Director, Data Science at The Trade Desk","Spatial Analysis",1
"3706","Director, Data Science at The Trade Desk","SAS",9
"3707","Director, Data Science at The Trade Desk","LaTeX",7
"3708","Director, Data Science at The Trade Desk","Mathematica",6
"3709","Director, Data Science at The Trade Desk","Python",2
"3710","Director, Data Science at The Trade Desk","Time Series Analysis",6
"3711","Director, Data Science at The Trade Desk","Scientific Computing",5
"3712","Director, Data Science at The Trade Desk","Hive",3
"3713","Director, Data Science at The Trade Desk","Experimental Design",2
"3714","Director, Data Science at The Trade Desk","Survival Analysis",2
"3715","Director, Data Science at The Trade Desk","Monte Carlo Simulation",2
"3716","Data Scientist at MediaMath","R",20
"3717","Data Scientist at MediaMath","Python",25
"3718","Data Scientist at MediaMath","SQL",20
"3719","Data Scientist at MediaMath","Algorithms",13
"3720","Data Scientist at MediaMath","Statistical Modeling",14
"3721","Data Scientist at MediaMath","Data Mining",7
"3722","Data Scientist at MediaMath","Machine Learning",7
"3723","Data Scientist at MediaMath","Distributed Systems",3
"3724","Data Scientist at MediaMath","Data Visualization",4
"3725","Data Scientist at MediaMath","Database Design",3
"3726","Data Scientist at MediaMath","Research",7
"3727","Data Scientist at MediaMath","Data Analysis",8
"3728","Data Scientist at MediaMath","C",20
"3729","Data Scientist at MediaMath","Hadoop",14
"3730","Data Scientist at MediaMath","Microsoft Excel",17
"3731","Data Scientist at MediaMath","Matlab",18
"3732","Data Scientist at MediaMath","LaTeX",5
"3733","Data Scientist at MediaMath","C++",4
"3734","Data Scientist at MediaMath","Microsoft Office",10
"3735","Data Scientist at MediaMath","Java",6
"3736","Data Scientist at MediaMath","PowerPoint",5
"3739","Data Scientist at MediaMath","Spark",14
"3740","Data Scientist at MediaMath","Statistical Inference",9
"3741","Data Scientist at MediaMath","Natural Language Processing",3
"3744","Data Scientist at dv01","Statistics",14
"3745","Data Scientist at dv01","Data Analysis",11
"3746","Data Scientist at dv01","R",10
"3747","Data Scientist at dv01","Machine Learning",4
"3748","Data Scientist at dv01","Statistical Modeling",2
"3749","Data Scientist at dv01","Statistical Data Analysis",1
"3750","Data Scientist at dv01","Biotechnology",1
"3751","Data Scientist at dv01","Analytics",1
"3753","Data Scientist at dv01","Microsoft Office",9
"3754","Data Scientist at dv01","Microsoft Excel",7
"3755","Data Scientist at dv01","Python",4
"3756","Data Scientist at dv01","SAS",2
"3757","Data Scientist at dv01","SQL",1
"3758","Data Scientist at dv01","Matlab",1
"3762","Data Scientist, Machine Learning, Deep Learning","Python",14
"3763","Data Scientist, Machine Learning, Deep Learning","Apache Spark",6
"3764","Data Scientist, Machine Learning, Deep Learning","Deep Learning",6
"3765","Data Scientist, Machine Learning, Deep Learning","Machine Learning",3
"3766","Data Scientist, Machine Learning, Deep Learning","Research",9
"3767","Data Scientist, Machine Learning, Deep Learning","Data Analysis",10
"3768","Data Scientist, Machine Learning, Deep Learning","Project Management",2
"3769","Data Scientist, Machine Learning, Deep Learning","Photography",2
"3770","Data Scientist, Machine Learning, Deep Learning","MongoDB",2
"3771","Data Scientist, Machine Learning, Deep Learning","R",12
"3772","Data Scientist, Machine Learning, Deep Learning","NoSQL",2
"3773","Data Scientist, Machine Learning, Deep Learning","Microsoft Office",3
"3774","Data Scientist, Machine Learning, Deep Learning","Java",2
"3775","Data Scientist, Machine Learning, Deep Learning","Photoshop",4
"3776","Data Scientist, Machine Learning, Deep Learning","Business Development Consultancy",3
"3777","Data Scientist - Point72","Research",10
"3778","Data Scientist - Point72","Mathematical Modeling",8
"3779","Data Scientist - Point72","Python",11
"3780","Data Scientist - Point72","Machine Learning",4
"3781","Data Scientist - Point72","Data Analysis",1
"3782","Data Scientist - Point72","LaTeX",7
"3783","Data Scientist - Point72","Microsoft Office",1
"3787","Data Scientist - Point72","C++",4
"3788","Data Scientist - Point72","Git",1
"3789","Data Scientist - Point72","Public Speaking",1
"3794","Data Scientist - Point72","Data Science",3
"3795","Data Scientist at the Competition and Markets Authority","Research",14
"3796","Data Scientist at the Competition and Markets Authority","Python",4
"3797","Data Scientist at the Competition and Markets Authority","Data Analysis",8
"3798","Data Scientist at the Competition and Markets Authority","Science",7
"3799","Data Scientist at the Competition and Markets Authority","Project Management",3
"3800","Data Scientist at the Competition and Markets Authority","Electronics",3
"3801","Data Scientist at the Competition and Markets Authority","Mechanical Design",3
"3802","Data Scientist at the Competition and Markets Authority","CAD/CAM",1
"3803","Data Scientist at the Competition and Markets Authority","Maths",3
"3804","Data Scientist at the Competition and Markets Authority","Physics",3
"3805","Data Scientist at the Competition and Markets Authority","Analysis",2
"3806","Data Scientist at the Competition and Markets Authority","Nonprofits",1
"3807","Data Scientist at the Competition and Markets Authority","Programming",5
"3810","Data Scientist at the Competition and Markets Authority","LaTeX",2
"3812","Data Scientist at the Competition and Markets Authority","Linux",1
"3815","Data Scientist at the Competition and Markets Authority","Teaching",4
"3816","Data Scientist at the Competition and Markets Authority","Surface Metrology",2
"3817","Data Scientist at the Competition and Markets Authority","Astrophysics",3
"3818","Data Scientist @ Facebook || Xoogler","Data Analysis",29
"3819","Data Scientist @ Facebook || Xoogler","SQL",22
"3820","Data Scientist @ Facebook || Xoogler","SAS",21
"3821","Data Scientist @ Facebook || Xoogler","Data Mining",9
"3822","Data Scientist @ Facebook || Xoogler","Machine Learning",10
"3823","Data Scientist @ Facebook || Xoogler","Econometrics",4
"3824","Data Scientist @ Facebook || Xoogler","Statistics",3
"3825","Data Scientist @ Facebook || Xoogler","Research",3
"3826","Data Scientist @ Facebook || Xoogler","Project management",1
"3827","Data Scientist @ Facebook || Xoogler","R",22
"3828","Data Scientist @ Facebook || Xoogler","Matlab",10
"3829","Data Scientist @ Facebook || Xoogler","Python",11
"3830","Data Scientist @ Facebook || Xoogler","C++",7
"3831","Data Scientist @ Facebook || Xoogler","Stata",10
"3832","Data Scientist @ Facebook || Xoogler","Hadoop",4
"3833","Data Scientist @ Facebook || Xoogler","C",4
"3834","Data Scientist at Facebook","Python",23
"3835","Data Scientist at Facebook","R",22
"3836","Data Scientist at Facebook","Statistical Data Analysis",15
"3837","Data Scientist at Facebook","Engineering",36
"3838","Data Scientist at Facebook","Process Engineering",10
"3839","Data Scientist at Facebook","Quality Assurance",9
"3840","Data Scientist at Facebook","Quality Management",7
"3841","Data Scientist at Facebook","Data Analysis",31
"3842","Data Scientist at Facebook","Business Strategy",9
"3843","Data Scientist at Facebook","Manufacturing",4
"3844","Data Scientist at Facebook","Program Management",7
"3845","Data Scientist at Facebook","Statistics",17
"3846","Data Scientist at Facebook","Project Planning",5
"3847","Data Scientist at Facebook","Electrical Engineering",2
"3848","Data Scientist at Facebook","Systems Engineering",3
"3849","Data Scientist at Facebook","Strategic Planning",5
"3850","Data Scientist at Facebook","Modeling",7
"3851","Data Scientist at Facebook","Project Engineering",2
"3852","Data Scientist at Facebook","Project Management",13
"3853","Data Scientist at Facebook","Machine Learning",7
"3854","Data Scientist at Facebook","Matlab",17
"3855","Data Scientist at Facebook","MS Project",5
"3856","Data Scientist at Facebook","AutoCAD",2
"3857","Data Scientist at Facebook","Java",8
"3858","Data Scientist at Facebook","Microsoft Project",7
"3859","Data Scientist at Facebook","SQL",4
"3860","Data Scientist at Facebook","Team Leadership",8
"3861","Data Scientist at Facebook","Engineering Management",2
"3862","Data Scientist at Facebook","Data Science",16
"3863","Data Scientist at Facebook","Big Data Analytics",7
"3864","Data Scientist at Facebook","Hive",1
"3865","Data Scientist at Facebook","Apache Spark",1
"3866","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Python",5
"3867","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","SQL",5
"3868","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Business Intelligence",6
"3869","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Analysis",3
"3870","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Data Analysis",7
"3871","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Statistics",5
"3872","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Financial Accounting",3
"3873","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Statistical Data Analysis",3
"3874","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Data Visualization",3
"3875","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","ETL",2
"3876","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Machine Learning",1
"3877","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Statistical Modeling",1
"3878","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","LaTeX",2
"3879","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Microsoft Excel",5
"3880","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","PowerPoint",4
"3881","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Microsoft Office",6
"3882","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Oracle SQL Developer",2
"3883","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Tableau",2
"3884","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","R",2
"3885","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","SAS",2
"3886","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Microsoft SQL Server",2
"3887","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Oracle SQL",2
"3888","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Critical Thinking",5
"3889","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Problem Solving",2
"3890","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Mathematical Analysis",4
"3891","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Statistical Inference",1
"3892","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Business Growth Strategies",2
"3893","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Business Intelligence Tools",2
"3894","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Microsoft Virtual Server",2
"3895","Data Scientist at Amazon | MS in Analytics| BA in Math & Economics","Data Analytics",3
"3900","Data Scientist","Python (Programming Language)",17
"3901","Data Scientist","Data Analysis",19
"3902","Data Scientist","Data Cleaning",4
"3903","Data Scientist","Digital Marketing",28
"3904","Data Scientist","Machine Learning",7
"3905","Data Scientist","Data Modeling",4
"3906","Data Scientist","Data Visualization",6
"3907","Data Scientist","Photography",59
"3909","Data Scientist","SQL",3
"3910","Data Scientist","Pandas (Software)",5
"3911","Data Scientist","Google Analytics",7
"3912","Data Scientist","Microsoft Excel",28
"3913","Data Scientist","Tableau",2
"3914","Data Scientist","Git",4
"3915","Data Scientist","Adobe Photoshop",9
"3916","Data Scientist","Storytelling",10
"3917","Data Scientist","Public Speaking",38
"3918","Data Scientist","Leadership",26
"3919","Data Scientist","Teamwork",19
"3920","Data Scientist","Data Science",3
"3921","Data Scientist","API",2
"3922","Data Scientist","Web Scraping",3
"3923","Data Scientist","Neural Networks",3
"3924","Data Scientist","Convolutional Neural Networks (CNN)",2
"3925","Data Scientist","Scikit-Learn",3
"3926","Data Scientist","NumPy",3
"3927","Data Scientist","Natural Language Processing (NLP)",1
"3932","Data Scientist at Dataiku","Research",7
"3933","Data Scientist at Dataiku","Qualitative Research",4
"3934","Data Scientist at Dataiku","Data Analysis",4
"3935","Data Scientist at Dataiku","Public Policy",3
"3936","Data Scientist at Dataiku","Policy Analysis",2
"3937","Data Scientist at Dataiku","International Relations",1
"3938","Data Scientist at Dataiku","International Development",1
"3939","Data Scientist at Dataiku","Statistical Data Analysis",1
"3941","Data Scientist at Dataiku","Microsoft Office",1
"3950","Data Scientist at Dataiku","Global Politics",1
"3951","Data Scientist at Dataiku","Emiprical Research Methods",1
"3954","Senior Data Scientist at The Trade Desk","Data Science",4
"3955","Senior Data Scientist at The Trade Desk","Machine Learning",2
"3957","Senior Data Scientist at The Trade Desk","Project Management",2
"3958","Senior Data Scientist at The Trade Desk","Data Analysis",19
"3959","Senior Data Scientist at The Trade Desk","Statistics",5
"3961","Senior Data Scientist at The Trade Desk","Big Data",2
"3962","Senior Data Scientist at The Trade Desk","Science",8
"3966","Senior Data Scientist at The Trade Desk","Nanotechnology",13
"3967","Senior Data Scientist at The Trade Desk","Spectroscopy",8
"3968","Senior Data Scientist at The Trade Desk","Chemistry",7
"3969","Senior Data Scientist at The Trade Desk","Research",6
"3970","Senior Data Scientist at The Trade Desk","Nanomaterials",3
"3971","Senior Data Scientist at The Trade Desk","Start-ups",3
"3974","Senior Data Scientist at The Trade Desk","Python",4
"3976","Senior Data Scientist at The Trade Desk","Perl",1
"3977","Senior Data Scientist at The Trade Desk","SQL",2
"3978","Senior Data Scientist at The Trade Desk","Bash",1
"3979","Senior Data Scientist at The Trade Desk","Linux",3
"3980","Senior Data Scientist at The Trade Desk","Git",1
"3989","Senior Data Scientist at The Trade Desk","Teaching",1
"3995","Data Scientist at Condé Nast","Machine Learning",75
"3996","Data Scientist at Condé Nast","Python",64
"3997","Data Scientist at Condé Nast","Algorithms",54
"3998","Data Scientist at Condé Nast","Big Data",35
"3999","Data Scientist at Condé Nast","Data Mining",22
"4000","Data Scientist at Condé Nast","Distributed Systems",12
"4001","Data Scientist at Condé Nast","Computer Science",10
"4002","Data Scientist at Condé Nast","Software Engineering",10
"4003","Data Scientist at Condé Nast","Statistics",8
"4004","Data Scientist at Condé Nast","Software Development",8
"4005","Data Scientist at Condé Nast","Image Processing",6
"4006","Data Scientist at Condé Nast","Scalability",5
"4007","Data Scientist at Condé Nast","Computer Vision",4
"4008","Data Scientist at Condé Nast","SQL",27
"4009","Data Scientist at Condé Nast","Java",24
"4010","Data Scientist at Condé Nast","C++",21
"4011","Data Scientist at Condé Nast","Tableau",15
"4012","Data Scientist at Condé Nast","JavaScript",11
"4013","Data Scientist at Condé Nast","C",11
"4014","Data Scientist at Condé Nast","Amazon Web Services (AWS)",8
"4015","Data Scientist at Condé Nast","LaTeX",8
"4016","Data Scientist at Condé Nast","Hadoop",7
"4017","Data Scientist at Condé Nast","Linux",7
"4018","Data Scientist at Condé Nast","Perl",6
"4019","Data Scientist at Condé Nast","MapReduce",6
"4020","Data Scientist at Condé Nast","Scala",4
"4021","Data Scientist at Condé Nast","Python (Programming Language)",2
"4022","Data Scientist at Condé Nast","Data Science",34
"4023","Data Scientist at Condé Nast","Natural Language Processing",17
"4024","Data Scientist at Condé Nast","Text Mining",12
"4025","Data Scientist at Condé Nast","Apache Pig",11
"4026","Data Scientist at Condé Nast","Octave",6
"4027","Data Scientist at Condé Nast","Information Retrieval",5
"4028","Data Scientist at Condé Nast","Pattern Recognition",5
"4029","Data Scientist at Condé Nast","Concurrent Programming",3
"4030","Data Scientist at Condé Nast","Graphical Models",2
"4031","Data Scientist at Condé Nast","Probabilistic Models",2
"4032","Data Scientist at Condé Nast","OpenCV",1
"4033","Data Scientist at Two Sigma","Machine Learning",9
"4034","Data Scientist at Two Sigma","Econometrics",13
"4035","Data Scientist at Two Sigma","Statistical Modeling",20
"4036","Data Scientist at Two Sigma","Data Analysis",41
"4037","Data Scientist at Two Sigma","Analytics",21
"4038","Data Scientist at Two Sigma","Journalism",7
"4039","Data Scientist at Two Sigma","Research",8
"4040","Data Scientist at Two Sigma","Editing",2
"4041","Data Scientist at Two Sigma","Python",13
"4042","Data Scientist at Two Sigma","R",9
"4043","Data Scientist at Two Sigma","SQL",7
"4044","Data Scientist at Two Sigma","Facebook",7
"4045","Data Scientist at Two Sigma","Stata",17
"4046","Data Scientist at Two Sigma","Microsoft Excel",11
"4047","Data Scientist at Two Sigma","PowerPoint",10
"4048","Data Scientist at Two Sigma","Java",3
"4049","Data Scientist at Two Sigma","HTML",1
"4050","Data Scientist at Two Sigma","Microsoft Office",3
"4051","Data Scientist at Two Sigma","Keras",1
"4052","Data Scientist at Two Sigma","Recurrent Neural Networks",1
"4053","Data Scientist at Two Sigma","Qualitative Research",3
"4054","Data Scientist at Two Sigma","Deep Learning",2
"4055","Data Scientist at Two Sigma","Hive",3
"4056","Data Scientist at Two Sigma","Shabbat Campaign Management",9
"4057","Data Scientist at Two Sigma","A/B Testing",2
"4058","Data Scientist at Two Sigma","Bayesian Inference",5
"4059","Data Scientist at Two Sigma","Presto",1
"4060","Data Scientist at Two Sigma","Bayesian networks",2
"4061","Data Scientist at Two Sigma","Vegetarian Cooking",2
"4062","Data Scientist at Two Sigma","Sports Writing",6
"4063","Data Scientist at Two Sigma","Microeconomics",8
"4064","Data Scientist at Two Sigma","Sports Analytics",4
"4065","Data Scientist at Two Sigma","Indian Classical Music",4
"4066","Data Scientist at Two Sigma","Conference Coordination",2
"4067","Data Scientist at Two Sigma","South Asia",3
"4069","Data Scientist at Two Sigma","Jewish Studies",4
"4070","Data Scientist","Machine Learning",5
"4071","Data Scientist","Data Analysis",6
"4072","Data Scientist","Data Mining",4
"4073","Data Scientist","Business Intelligence",12
"4074","Data Scientist","Testing",1
"4075","Data Scientist","Python",10
"4076","Data Scientist","R",5
"4077","Data Scientist","Cognos",4
"4078","Data Scientist","MySQL",20
"4079","Data Scientist","HTML",31
"4080","Data Scientist","PHP",17
"4081","Data Scientist","JavaScript",29
"4082","Data Scientist","C++",13
"4083","Data Scientist","C",20
"4084","Data Scientist","Tableau",1
"4086","Data Scientist","Photoshop",2
"4087","Data Scientist","Java",5
"4089","Data Scientist","Team Management",4
"4091","Data Scientist at Facebook","Data Analysis",43
"4092","Data Scientist at Facebook","Python",2
"4093","Data Scientist at Facebook","SQL",4
"4095","Data Scientist at Facebook","Product Management",13
"4096","Data Scientist at Facebook","Management Consulting",36
"4097","Data Scientist at Facebook","Business Analysis",24
"4098","Data Scientist at Facebook","Project Management",21
"4099","Data Scientist at Facebook","Strategy",19
"4100","Data Scientist at Facebook","Business Development",19
"4104","Data Scientist at Facebook","Leadership",22
"4108","Data Scientist at Airbnb","R",8
"4109","Data Scientist at Airbnb","Statistics",7
"4110","Data Scientist at Airbnb","Stata",7
"4111","Data Scientist at Airbnb","Economics",5
"4112","Data Scientist at Airbnb","Econometrics",4
"4114","Data Scientist at Airbnb","ArcGIS",2
"4115","Data Scientist at Airbnb","ggplot2",1
"4116","Data Scientist at Airbnb","Microsoft Excel",1
"4118","Data Scientist at Amazon","Python",13
"4119","Data Scientist at Amazon","Machine Learning",9
"4120","Data Scientist at Amazon","Data Analysis",13
"4121","Data Scientist at Amazon","Econometrics",4
"4122","Data Scientist at Amazon","Product Management",8
"4123","Data Scientist at Amazon","Product Marketing",4
"4124","Data Scientist at Amazon","Entrepreneurship",6
"4125","Data Scientist at Amazon","Strategy",6
"4126","Data Scientist at Amazon","Business Analysis",6
"4127","Data Scientist at Amazon","Analytics",4
"4128","Data Scientist at Amazon","Analytical Skills",6
"4129","Data Scientist at Amazon","Research",4
"4130","Data Scientist at Amazon","Market Research",8
"4131","Data Scientist at Amazon","Business Strategy",5
"4132","Data Scientist at Amazon","Business Development",3
"4133","Data Scientist at Amazon","Analysis",4
"4134","Data Scientist at Amazon","Project Management",4
"4135","Data Scientist at Amazon","Management Consulting",2
"4136","Data Scientist at Amazon","Financial Analysis",4
"4137","Data Scientist at Amazon","Financial Modeling",11
"4138","Data Scientist at Amazon","Start-ups",3
"4139","Data Scientist at Amazon","Consulting",1
"4140","Data Scientist at Amazon","SQL",9
"4141","Data Scientist at Amazon","R",10
"4142","Data Scientist at Amazon","Stata",3
"4143","Data Scientist at Amazon","Google Analytics",1
"4144","Data Scientist at Amazon","Microsoft Office",4
"4145","Data Scientist at Amazon","Management",4
"4146","Data Scientist at Amazon","Leadership",3
"4147","Data Scientist at Amazon","Cross-functional Team Leadership",1
"4148","Data Scientist at Amazon","Data Analytics",6
"4149","Senior Data Analyst at Netflix","Data Analysis",36
"4150","Senior Data Analyst at Netflix","SQL",29
"4151","Senior Data Analyst at Netflix","Business Analysis",25
"4152","Senior Data Analyst at Netflix","Data Modeling",12
"4153","Senior Data Analyst at Netflix","Project Management",6
"4154","Senior Data Analyst at Netflix","Financial Analysis",5
"4155","Senior Data Analyst at Netflix","Data Visualization",1
"4156","Senior Data Analyst at Netflix","E-commerce",1
"4157","Senior Data Analyst at Netflix","R",14
"4158","Senior Data Analyst at Netflix","Python",7
"4159","Senior Data Analyst at Netflix","Tableau",3
"4160","Senior Data Analyst at Netflix","HiveQL",2
"4161","Senior Data Analyst at Netflix","Hadoop",2
"4163","Senior Data Analyst at Netflix","BI Reporting Tools",3
"4165","Data Scientist at JPMorgan Chase","Statistics",5
"4166","Data Scientist at JPMorgan Chase","Research",4
"4167","Data Scientist at JPMorgan Chase","Qualitative Research",4
"4168","Data Scientist at JPMorgan Chase","SAS Programming",2
"4169","Data Scientist at JPMorgan Chase","Data Analysis",1
"4170","Data Scientist at JPMorgan Chase","Analysis",1
"4175","Data Scientist at JPMorgan Chase","Microsoft Excel",4
"4176","Data Scientist at JPMorgan Chase","Microsoft Office",3
"4177","Data Scientist at JPMorgan Chase","PowerPoint",2
"4178","Data Scientist at JPMorgan Chase","Matlab",2
"4179","Data Scientist at JPMorgan Chase","Microsoft Word",2
"4180","Data Scientist at JPMorgan Chase","Stata",1
"4186","Data Scientist at JPMorgan Chase","Management",1
"4189","Data Scientist at SeatGeek","R",2
"4190","Data Scientist at SeatGeek","Julia",2
"4191","Data Scientist at SeatGeek","PowerPoint",2
"4192","Data Scientist at SeatGeek","Data Analysis",1
"4193","Data Scientist at SeatGeek","Python",1
"4194","Data Scientist at SeatGeek","SQL",1
"4197","Data Scientist at SeatGeek","Public Speaking",1
"4198","Data Scientist - Vice President, Primary Research at Deutsche Bank","Data Analysis",34
"4199","Data Scientist - Vice President, Primary Research at Deutsche Bank","Research",25
"4200","Data Scientist - Vice President, Primary Research at Deutsche Bank","Leadership",17
"4201","Data Scientist - Vice President, Primary Research at Deutsche Bank","Project Management",9
"4202","Data Scientist - Vice President, Primary Research at Deutsche Bank","Start-ups",8
"4203","Data Scientist - Vice President, Primary Research at Deutsche Bank","Machine Learning",7
"4204","Data Scientist - Vice President, Primary Research at Deutsche Bank","Editing",11
"4205","Data Scientist - Vice President, Primary Research at Deutsche Bank","Economics",11
"4206","Data Scientist - Vice President, Primary Research at Deutsche Bank","Equities",3
"4207","Data Scientist - Vice President, Primary Research at Deutsche Bank","Portfolio Management",3
"4208","Data Scientist - Vice President, Primary Research at Deutsche Bank","Entrepreneurship",2
"4209","Data Scientist - Vice President, Primary Research at Deutsche Bank","Business Analysis",1
"4210","Data Scientist - Vice President, Primary Research at Deutsche Bank","Finance",2
"4211","Data Scientist - Vice President, Primary Research at Deutsche Bank","Social Media",7
"4212","Data Scientist - Vice President, Primary Research at Deutsche Bank","Analytics",8
"4213","Data Scientist - Vice President, Primary Research at Deutsche Bank","Python",7
"4214","Data Scientist - Vice President, Primary Research at Deutsche Bank","SQLite",5
"4215","Data Scientist - Vice President, Primary Research at Deutsche Bank","HTML",1
"4216","Data Scientist - Vice President, Primary Research at Deutsche Bank","Microsoft Excel",2
"4217","Data Scientist - Vice President, Primary Research at Deutsche Bank","R",3
"4218","Data Scientist - Vice President, Primary Research at Deutsche Bank","Teamwork",5
"4219","Data Scientist - Vice President, Primary Research at Deutsche Bank","Public Speaking",8
"4220","Data Scientist - Vice President, Primary Research at Deutsche Bank","Data Science",6
"4221","Data Scientist at Airbnb","Python",2
"4222","Data Scientist at Airbnb","Machine Learning",2
"4223","Data Scientist at Airbnb","Data Analysis",3
"4224","Data Scientist at Airbnb","Statistics",2
"4225","Data Scientist at Airbnb","Research",1
"4226","Data Scientist at Airbnb","R",2
"4227","Data Scientist at Airbnb","SQL",2
"4228","Data Scientist at Airbnb","MongoDB",1
"4229","Data Scientist at Airbnb","Hadoop",1
"4230","Data Scientist at Airbnb","Tableau",1
"4231","Data Scientist at Airbnb","Geographic Information Systems (GIS)",1
"4232","Data Scientist at Airbnb","ArcGIS",3
"4233","Data Scientist at Airbnb","MySQL",1
"4234","Data Scientist at Airbnb","Spark",2
"4235","Senior Data Scientist at Oracle Data Cloud","Statistics",27
"4236","Senior Data Scientist at Oracle Data Cloud","Python",6
"4238","Senior Data Scientist at Oracle Data Cloud","Data Mining",5
"4239","Senior Data Scientist at Oracle Data Cloud","Actuarial Science",1
"4241","Senior Data Scientist at Oracle Data Cloud","SQL",1
"4242","Senior Data Scientist at Oracle Data Cloud","R",14
"4244","Senior Data Scientist at Oracle Data Cloud","Microsoft Excel",15
"4245","Senior Data Scientist at Oracle Data Cloud","SAS",6
"4246","Senior Data Scientist at Oracle Data Cloud","Teaching",5
"4248","Senior Data Scientist at Oracle Data Cloud","Linear Regression",3
"4249","Senior Data Scientist at Oracle Data Cloud","Microsoft Visual Studio C++",4
"4253","Data Scientist","Data Analysis",16
"4254","Data Scientist","Microsoft Office",12
"4255","Data Scientist","R",11
"4256","Data Scientist","Statistics",8
"4257","Data Scientist","Research",4
"4258","Data Scientist","Data Mining",4
"4259","Data Scientist","Public Health",1
"4260","Data Scientist","Biostatistics",1
"4261","Data Scientist","PowerPoint",9
"4262","Data Scientist","Microsoft Excel",7
"4263","Data Scientist","Microsoft Word",7
"4264","Data Scientist","SPSS",4
"4265","Data Scientist","SAS",4
"4266","Data Scientist","Latex",3
"4267","Data Scientist","LaTeX",2
"4268","Data Scientist","Microsoft PowerPoint",2
"4269","Data Scientist","Customer Service",7
"4270","Data Scientist","Teamwork",5
"4271","Data Scientist (Machine/Deep Learning & AI)","Python",59
"4272","Data Scientist (Machine/Deep Learning & AI)","SQL",50
"4273","Data Scientist (Machine/Deep Learning & AI)","Machine Learning",31
"4274","Data Scientist (Machine/Deep Learning & AI)","Big Data",22
"4275","Data Scientist (Machine/Deep Learning & AI)","Statistics",27
"4276","Data Scientist (Machine/Deep Learning & AI)","Data Mining",31
"4277","Data Scientist (Machine/Deep Learning & AI)","Data Analysis",28
"4278","Data Scientist (Machine/Deep Learning & AI)","Financial Analysis",33
"4279","Data Scientist (Machine/Deep Learning & AI)","Economics",27
"4280","Data Scientist (Machine/Deep Learning & AI)","Econometrics",12
"4281","Data Scientist (Machine/Deep Learning & AI)","Hadoop",30
"4282","Data Scientist (Machine/Deep Learning & AI)","HTML5",12
"4283","Data Scientist (Machine/Deep Learning & AI)","EViews",13
"4284","Data Scientist (Machine/Deep Learning & AI)","Bloomberg",21
"4285","Data Scientist (Machine/Deep Learning & AI)","Oracle Database",14
"4286","Data Scientist (Machine/Deep Learning & AI)","Matlab",15
"4287","Data Scientist (Machine/Deep Learning & AI)","Microsoft Excel",10
"4288","Data Scientist (Machine/Deep Learning & AI)","Amazon Web Services (AWS)",11
"4290","Data Scientist (Machine/Deep Learning & AI)","Management",22
"4291","Data Scientist (Machine/Deep Learning & AI)","French",11
"4292","Data Scientist (Machine/Deep Learning & AI)","Deep Learning",21
"4293","Data Scientist (Machine/Deep Learning & AI)","Qlik Sense",9
"4294","Data Scientist (Machine/Deep Learning & AI)","NumPy",11
"4295","Data Scientist at Discovery Inc","Machine Learning",3
"4296","Data Scientist at Discovery Inc","Python",1
"4298","Data Scientist at Discovery Inc","Data Mining",1
